country	year	sport	event	athlete	Result	medal
France	1900	Sailing	2-3 Ton Class - Race 1	Emile Jean-Fontaine	15	BRONZE
France	1900	Sailing	2-3 Ton Class - Race 1	 de Cottignon	15	BRONZE
France	1900	Sailing	2-3 Ton Class - Race 2	Frederic Blanchy		GOLD
France	1900	Sailing	2-3 Ton Class - Race 2	Jacques le Lavasseur		GOLD
France	1900	Sailing	2-3 Ton Class - Race 2	 Godinet		SILVER
France	1900	Sailing	2-3 Ton Class - Race 2	 Doucet		SILVER
France	1900	Sailing	2-3 Ton Class - Race 2	 Susse	18	SILVER
France	1900	Sailing	2-3 Ton Class - Race 2	 Mialaret		SILVER
France	1900	Sailing	2-3 Ton Class - Race 2	Auguste Donny		BRONZE
France	1900	Sailing	3-10 Ton Class	Maurice Gufflet	17	SILVER
France	1900	Sailing	3-10 Ton Class	Robert Gufflet		SILVER
France	1900	Sailing	3-10 Ton Class	Charly Guiraist		SILVER
France	1900	Sailing	3-10 Ton Class	A. Dubois		SILVER
France	1900	Sailing	3-10 Ton Class	J. Dubois		SILVER
France	1900	Sailing	10-20 Ton Class	Emile Billard	29	GOLD
France	1900	Sailing	10-20 Ton Class	P Perquer	29	GOLD
France	1900	Sailing	10-20 Ton Class	Jean Decazes	25	SILVER
France	1900	Sailing	Open Class	E Michelet	6:12:12	BRONZE
France	1900	Sailing	Open Class	F Michelet	6:12:12	BRONZE
United States	1900	Track & Field	100m Men	Frank Jarvis	11.0	GOLD
United States	1900	Track & Field	100m Men	Walter Tewksbury	11.1	SILVER
United States	1900	Track & Field	200m Men	Walter Tewksbury	22.2	GOLD
United States	1900	Track & Field	400m Men	Maxey Long	49.4	GOLD
United States	1900	Track & Field	400m Men	William Holland	49.6	SILVER
United States	1900	Track & Field	800m Men	John Cregan	2:03.0	SILVER
United States	1900	Track & Field	800m Men	Dave Hall	n/a	BRONZE
United States	1900	Track & Field	1500m Men	John Bray	4:07.2	BRONZE
United States	1900	Track & Field	110m Hurdles Men	Alvin Kraenzlein	15.4	GOLD
United States	1900	Track & Field	110m Hurdles Men	John McLean	15.5	SILVER
United States	1900	Track & Field	110m Hurdles Men	Fred Moloney	n/a	BRONZE
United States	1900	Track & Field	400m Hurdles Men	Walter Tewksbury	57.6	GOLD
United States	1900	Track & Field	High Jump Men	Irving Baxter	1.90	GOLD
United States	1900	Track & Field	Pole Vault Men	Irving Baxter	3.30	GOLD
United States	1900	Track & Field	Pole Vault Men	Meredith Colkett	3.25	SILVER
United States	1900	Track & Field	Long Jump Men	Alvin Kraenzlein	7.185	GOLD
United States	1900	Track & Field	Long Jump Men	Meyer Prinstein	7.17	SILVER
United States	1900	Track & Field	Triple Jump Men	Meyer Prinstein	14.47	GOLD
United States	1900	Track & Field	Triple Jump Men	James Connolly	13.97	SILVER
United States	1900	Track & Field	Triple Jump Men	Lewis Sheldon	13.64	BRONZE
United States	1900	Track & Field	Shot Put Men	Richard Sheldon	14.10	GOLD
United States	1900	Track & Field	Shot Put Men	Josiah McCracken	12.85	SILVER
United States	1900	Track & Field	Shot Put Men	Bob Garrett	12.37	BRONZE
United States	1900	Track & Field	Discus Throw Men	Richard Sheldon	34.60	BRONZE
United States	1900	Track & Field	Hammer Throw Men	John Flanagan	49.73	GOLD
United States	1900	Track & Field	Hammer Throw Men	Thomas Hare	49.13	SILVER
United States	1900	Track & Field	Hammer Throw Men	Josiah McCracken	42.46	BRONZE
United States	1900	Track & Field	60m Men	Alvin Kraenzlein	7.0	GOLD
United States	1900	Track & Field	60m Men	Walter Tewksbury	7.1	SILVER
United States	1900	Track & Field	200m Hurdles Men	Alvin Kraenzlein	25.4	GOLD
United States	1900	Track & Field	200m Hurdles Men	Walter Tewksbury	n/a	BRONZE
United States	1900	Track & Field	Standing High Jump	Ray Ewry	1.65	GOLD
United States	1900	Track & Field	Standing High Jump	Irving Baxter	1.525	SILVER
United States	1900	Track & Field	Standing High Jump	Lewis Sheldon	1.50	BRONZE
United States	1900	Track & Field	Standing Long Jump	Ray Ewry	3.21	GOLD
United States	1900	Track & Field	Standing Long Jump	Irving Baxter	3.135	SILVER
United States	1900	Track & Field	Standing Triple Jump	Ray Ewry	10.58	GOLD
United States	1900	Track & Field	Standing Triple Jump	Irving Baxter	9.95	SILVER
United States	1900	Track & Field	Standing Triple Jump	Bob Garrett	9.50	BRONZE
United States	1900	Cycling	2000m Sprint (Scratch) Men	John Lake		BRONZE
United States	1900	Golf	Golf Men	Charles Sands	167	GOLD
United States	1900	Golf	Golf Women	Margaret Abbott	47	GOLD
United States	1900	Golf	Golf Women	Polly Whittier	49	SILVER
United States	1900	Golf	Golf Women	Daria Pratt	53	BRONZE
United States	1900	Rowing	Eights Men	James Juvenal	6:09.8	GOLD
United States	1900	Rowing	Eights Men	Louis Abell	6:09.8	GOLD
United States	1900	Rowing	Eights Men	William Carr	6:09.8	GOLD
United States	1900	Rowing	Eights Men	John Exley	6:09.8	GOLD
United States	1900	Rowing	Eights Men	Harry DeBaecke	6:09.8	GOLD
United States	1900	Rowing	Eights Men	Roscoe Lockwood	6:09.8	GOLD
United States	1900	Rowing	Eights Men	Edward Marsh	6:09.8	GOLD
United States	1900	Rowing	Eights Men	John Geiger	6:09.8	GOLD
United States	1900	Rowing	Eights Men	Edward Hedley	6:09.8	GOLD
United States	1900	Tennis	Mixed Doubles	Marion Jones		BRONZE
United States	1900	Tennis	Women's Singles	Marion Jones		BRONZE
United States	1900	Sailing	20+ Ton Class	Harry van Bergen	6:21:32	BRONZE
United Kingdom	1900	Track & Field	800m Men	Alfred Tysoe	2:01.2	GOLD
United Kingdom	1900	Track & Field	1500m Men	Charles Bennett	4:06.2	GOLD
United Kingdom	1900	Track & Field	2500m Steeplechase Men	Sidney Robinson	7:38.0	SILVER
United Kingdom	1900	Track & Field	High Jump Men	Patrick Leahy	1.78	SILVER
United Kingdom	1900	Track & Field	Long Jump Men	Patrick Leahy	6.95	BRONZE
United Kingdom	1900	Track & Field	5000m Team Race	Sidney Robinson	26	GOLD
United Kingdom	1900	Track & Field	5000m Team Race	John Rimmer	26	GOLD
United Kingdom	1900	Track & Field	5000m Team Race	Charles Bennett	26	GOLD
United Kingdom	1900	Track & Field	5000m Team Race	Alfred Tysoe	26	GOLD
United Kingdom	1900	Track & Field	4000m Steeplechase Men	John Rimmer	12:58.4	GOLD
United Kingdom	1900	Track & Field	4000m Steeplechase Men	Charles Bennett	12:58.6	SILVER
United Kingdom	1900	Track & Field	4000m Steeplechase Men	Sidney Robinson	12:58.8	BRONZE
United Kingdom	1900	Cricket	Cricket	John Symes		GOLD
United Kingdom	1900	Cricket	Cricket	Alfred Powlesland		GOLD
United Kingdom	1900	Cricket	Cricket	Arthur Birkett		GOLD
United Kingdom	1900	Cricket	Cricket	Charles Beachcroft		GOLD
United Kingdom	1900	Cricket	Cricket	Alfred Bowerman		GOLD
United Kingdom	1900	Cricket	Cricket	George Buckley		GOLD
United Kingdom	1900	Cricket	Cricket	Francis Burchell		GOLD
United Kingdom	1900	Cricket	Cricket	Fred Christian		GOLD
United Kingdom	1900	Cricket	Cricket	Harry Corner		GOLD
United Kingdom	1900	Cricket	Cricket	Frederick Cuming		GOLD
United Kingdom	1900	Cricket	Cricket	William Donne		GOLD
United Kingdom	1900	Cricket	Cricket	Montague Toller		GOLD
United Kingdom	1900	Golf	Golf Men	Walter Rutherford	168	SILVER
United Kingdom	1900	Golf	Golf Men	David Robertson	175	BRONZE
United Kingdom	1900	Rowing	Single Sculls Men	St. George Ashe	8:15.6	BRONZE
United Kingdom	1900	Rugby	Rugby	F C Baylis		BRONZE
United Kingdom	1900	Rugby	Rugby	Henry Birtles		BRONZE
United Kingdom	1900	Rugby	Rugby	J Cantion		BRONZE
United Kingdom	1900	Rugby	Rugby	C P Deykin		BRONZE
United Kingdom	1900	Rugby	Rugby	Arthur Darby		BRONZE
United Kingdom	1900	Rugby	Rugby	M W Talbott		BRONZE
United Kingdom	1900	Rugby	Rugby	V Smith		BRONZE
United Kingdom	1900	Rugby	Rugby	H S Nicol		BRONZE
United Kingdom	1900	Rugby	Rugby	M L Logan		BRONZE
United Kingdom	1900	Rugby	Rugby	H A Loveitt		BRONZE
United Kingdom	1900	Rugby	Rugby	L Hood		BRONZE
United Kingdom	1900	Rugby	Rugby	Claude Whittindale		BRONZE
United Kingdom	1900	Rugby	Rugby	Raymond Whittindale		BRONZE
United Kingdom	1900	Rugby	Rugby	J G Wallis		BRONZE
United Kingdom	1900	Rugby	Rugby	F H Wilson		BRONZE
United Kingdom	1900	Soccer	Soccer	James Zealy		GOLD
United Kingdom	1900	Soccer	Soccer	Arthur Turner		GOLD
United Kingdom	1900	Soccer	Soccer	William Gosling		GOLD
United Kingdom	1900	Soccer	Soccer	A Haslam		GOLD
United Kingdom	1900	Soccer	Soccer	J H Jones		GOLD
United Kingdom	1900	Soccer	Soccer	J Nicholas		GOLD
United Kingdom	1900	Soccer	Soccer	Bill Quash		GOLD
United Kingdom	1900	Soccer	Soccer	F G Spackman		GOLD
United Kingdom	1900	Soccer	Soccer	Alfred Chalk		GOLD
United Kingdom	1900	Soccer	Soccer	Claude Buckenham		GOLD
United Kingdom	1900	Soccer	Soccer	J E Barridge		GOLD
United Kingdom	1900	Swimming	1000m Freestyle Men	Jack Jarvis	13:40.2	GOLD
United Kingdom	1900	Swimming	4000m Freestyle Men	Jack Jarvis	0:58:24.0	GOLD
United Kingdom	1900	Swimming	Obstacle Race Men	Peter Kemp	2:47.4	BRONZE
United Kingdom	1900	Tennis	Men's Singles	Laurie Doherty		GOLD
United Kingdom	1900	Tennis	Men's Singles	Harold Mahony		SILVER
United Kingdom	1900	Tennis	Men's Singles	Arthur Norris		BRONZE
United Kingdom	1900	Tennis	Men's Singles	Reggie Doherty		BRONZE
United Kingdom	1900	Tennis	Men's Doubles	Reggie Doherty		GOLD
United Kingdom	1900	Tennis	Men's Doubles	Laurie Doherty		GOLD
United Kingdom	1900	Tennis	Men's Doubles	Arthur Norris		BRONZE
United Kingdom	1900	Tennis	Men's Doubles	Harold Mahony		BRONZE
United Kingdom	1900	Tennis	Mixed Doubles	Reggie Doherty		GOLD
United Kingdom	1900	Tennis	Mixed Doubles	Charlotte Cooper		GOLD
United Kingdom	1900	Tennis	Mixed Doubles	Laurie Doherty		BRONZE
United Kingdom	1900	Tennis	Mixed Doubles	Archibald Warden		BRONZE
United Kingdom	1900	Tennis	Women's Singles	Charlotte Cooper		GOLD
United Kingdom	1900	Water Polo	Water Polo	Rob Derbyshire		GOLD
United Kingdom	1900	Water Polo	Water Polo	Thomas Coe		GOLD
United Kingdom	1900	Water Polo	Water Polo	Peter Kemp		GOLD
United Kingdom	1900	Water Polo	Water Polo	Bill Lister		GOLD
United Kingdom	1900	Water Polo	Water Polo	Arthur Robertson		GOLD
United Kingdom	1900	Water Polo	Water Polo	Eric Robinson		GOLD
United Kingdom	1900	Water Polo	Water Polo	George Wilkinson		GOLD
United Kingdom	1900	Sailing	½-1 Ton Class	Algernon Maudslay	17	GOLD
United Kingdom	1900	Sailing	½-1 Ton Class	John Gretton	17	GOLD
United Kingdom	1900	Sailing	½-1 Ton Class	Lorne Currie	17	GOLD
United Kingdom	1900	Sailing	2-3 Ton Class - Race 1	William Exshaw	20	GOLD
United Kingdom	1900	Sailing	2-3 Ton Class - Race 2	William Exshaw		GOLD
United Kingdom	1900	Sailing	3-10 Ton Class	H.N. Jefferson		GOLD
United Kingdom	1900	Sailing	3-10 Ton Class	Howard Taylor		GOLD
United Kingdom	1900	Sailing	3-10 Ton Class	Edward Hore		GOLD
United Kingdom	1900	Sailing	10-20 Ton Class	Edward Hore	23	BRONZE
United Kingdom	1900	Sailing	Open Class	John Gretton	5:56:17	GOLD
United Kingdom	1900	Sailing	Open Class	Linton Hope	5:56:17	GOLD
United Kingdom	1900	Sailing	Open Class	Algernon Maudslay	5:56:17	GOLD
United Kingdom	1900	Sailing	Open Class	Lorne Currie	5:56:17	GOLD
United Kingdom	1900	Sailing	20+ Ton Class	Cecil Quentin	6:01:06	GOLD
United Kingdom	1900	Sailing	20+ Ton Class	John Calverley	6:01:26	SILVER
Belgium	1900	Archery	Sur la perche á la herse Men	Emmanuel Foulon		GOLD
Belgium	1900	Archery	Sur la perche á la herse Men	Emile Druart		SILVER
Belgium	1900	Archery	Sur la perche á la pyramide Men	Louis Glinaux		BRONZE
Belgium	1900	Archery	Au cordon doré 33m Men	Hubert van Innis		GOLD
Belgium	1900	Archery	Au cordon doré 50m Men	Hubert van Innis	29	SILVER
Belgium	1900	Archery	Au chapelet 33m Men	Hubert van Innis		GOLD
Belgium	1900	Equestrian	Jumping, Individual	Aimé Haegeman	2:16.0	GOLD
Belgium	1900	Equestrian	Jumping, Individual	Georges van de Poele	2:17.6	SILVER
Belgium	1900	Equestrian	High Jump	Georges van de Poele	1.70	BRONZE
Belgium	1900	Equestrian	Long Jump	Constant van Langhendonck	6.10	GOLD
Belgium	1900	Equestrian	Mail Coach	Georges Nagelmackers		GOLD
Belgium	1900	Rowing	Eights Men	Frank Odberg	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Marcel Lucien van Crombrugge	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Alfred Vanlandeghem	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Maurice Hemelsoet	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Oscar Charles de Somville	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Jules De Bisschop	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Oscar DeCock	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Prospère Bruggeman	6:13.8	SILVER
Belgium	1900	Rowing	Eights Men	Maurice Verdonck	6:13.8	SILVER
Belgium	1900	Shooting	Individual Military Rifle, 3 Positions	Paul van Asbroeck	917	BRONZE
Belgium	1900	Shooting	Individual Military Rifle, Standing	Charles Paumier du Verger	298	BRONZE
Belgium	1900	Soccer	Soccer	Georges Pelgrims		BRONZE
Belgium	1900	Soccer	Soccer	Alphonse Renier		BRONZE
Belgium	1900	Soccer	Soccer	Emile Spanoghe		BRONZE
Belgium	1900	Soccer	Soccer	Eric Thornton		BRONZE
Belgium	1900	Soccer	Soccer	Henrik van Heuckelum		BRONZE
Belgium	1900	Soccer	Soccer	C van Hoorden		BRONZE
Belgium	1900	Soccer	Soccer	Albert Delbecque		BRONZE
Belgium	1900	Soccer	Soccer	Ernest Moreau de Melen		BRONZE
Belgium	1900	Soccer	Soccer	Raul Kelcone		BRONZE
Belgium	1900	Soccer	Soccer	Marcel Leboutte		BRONZE
Belgium	1900	Soccer	Soccer	Léon Londot		BRONZE
Belgium	1900	Water Polo	Water Polo	Albert Michant		SILVER
Belgium	1900	Water Polo	Water Polo	Oscar Grégoire		SILVER
Belgium	1900	Water Polo	Water Polo	Fernand Feyaerts		SILVER
Belgium	1900	Water Polo	Water Polo	Henri Cohen		SILVER
Belgium	1900	Water Polo	Water Polo	Jean De Backer		SILVER
Belgium	1900	Water Polo	Water Polo	Victor De Behr		SILVER
Belgium	1900	Water Polo	Water Polo	Victor Sonnemans		SILVER
International Team	1900	Polo	Polo	John Beresford		GOLD
International Team	1900	Polo	Polo	Denis Daly		GOLD
International Team	1900	Polo	Polo	Foxhall Keene		GOLD
International Team	1900	Polo	Polo	Frank MacKey		GOLD
International Team	1900	Polo	Polo	Alfred Rawlinson		GOLD
International Team	1900	Polo	Polo	Walter McCreery		SILVER
International Team	1900	Polo	Polo	Walter Buckmaster		SILVER
International Team	1900	Polo	Polo	José de Madre		SILVER
International Team	1900	Polo	Polo	Frederick Freake		SILVER
International Team	1900	Polo	Polo	Frederick Gill		BRONZE
International Team	1900	Polo	Polo	Robert Fournier-Sarloveze		BRONZE
International Team	1900	Polo	Polo	Edouard Baron de Rothschild		BRONZE
International Team	1900	Polo	Polo	Maurice Raoul-Duval		BRONZE
International Team	1900	Tennis	Men's Doubles	Max Decugis		SILVER
International Team	1900	Tennis	Men's Doubles	Basil Spalding de Garmendia		SILVER
International Team	1900	Tennis	Mixed Doubles	Hélène Prévost		SILVER
International Team	1900	Tennis	Mixed Doubles	Harold Mahony		SILVER
Switzerland	1900	Shooting	Free Pistol	Conrad Röderer	503	GOLD
Switzerland	1900	Shooting	Free Pistol	Konrad Stäheli	453	BRONZE
Switzerland	1900	Shooting	Military Revolver Teams 50m	Konrad Stäheli	2271	GOLD
Switzerland	1900	Shooting	Military Revolver Teams 50m	Friedrich Lüthi	2271	GOLD
Switzerland	1900	Shooting	Military Revolver Teams 50m	Paul Probst	2271	GOLD
Switzerland	1900	Shooting	Military Revolver Teams 50m	Louis Richardet	2271	GOLD
Switzerland	1900	Shooting	Military Revolver Teams 50m	Conrad Röderer	2271	GOLD
Switzerland	1900	Shooting	Individual Military Rifle, 3 Positions	Emil Kellenberger	930	GOLD
Switzerland	1900	Shooting	Individual Military Rifle, Kneeling	Konrad Stäheli	324	GOLD
Switzerland	1900	Shooting	Individual Military Rifle, Kneeling	Emil Kellenberger	314	SILVER
Switzerland	1900	Shooting	Military Rifle Teams	Emil Kellenberger	4399	GOLD
Switzerland	1900	Shooting	Military Rifle Teams	Franz Böckli	4399	GOLD
Switzerland	1900	Shooting	Military Rifle Teams	Konrad Stäheli	4399	GOLD
Switzerland	1900	Shooting	Military Rifle Teams	Louis Richardet	4399	GOLD
Switzerland	1900	Shooting	Military Rifle Teams	Alfred Grütter	4399	GOLD
Switzerland	1900	Sailing	1-2 Ton Class - Race 1	Bernard de Pourtalès	19	GOLD
Switzerland	1900	Sailing	1-2 Ton Class - Race 1	Helene de Pourtalès	19	GOLD
Switzerland	1900	Sailing	1-2 Ton Class - Race 1	Hermann de Pourtalès	19	GOLD
Switzerland	1900	Sailing	1-2 Ton Class - Race 2	Hermann de Pourtalès		SILVER
Switzerland	1900	Sailing	1-2 Ton Class - Race 2	Helene de Pourtalès		SILVER
Switzerland	1900	Sailing	1-2 Ton Class - Race 2	Bernard de Pourtalès		SILVER
Germany (until 1912)	1900	Rowing	Coxed Fours Men 1. Final	Max Ammermann	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 1. Final	Wilhelm Carstens	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 1. Final	Julius Körner	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 1. Final	Adolf Möller	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 1. Final	Hugo Rüster	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Walther Katzenstein	5:59.0	GOLD
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Carl Goßler	5:59.0	GOLD
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Gustav Goßler	5:59.0	GOLD
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Oscar Goßler	5:59.0	GOLD
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Waldemar Tietgens	5:59.0	GOLD
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Hermann Wilker	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Ernst Felle	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Otto Fickeisen	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Carl Lehle	7:18.2	BRONZE
Germany (until 1912)	1900	Rowing	Coxed Fours Men 2. Final	Franz Kröwerath	7:18.2	BRONZE
Germany (until 1912)	1900	Rugby	Rugby	Arnold Landvoigt		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Hans Latscha		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Hermann Kreuzer		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Erich Ludwig		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Richard Ludwig		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Fritz Müller		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Adolf Stockhausen		SILVER
Germany (until 1912)	1900	Rugby	Rugby	August Schmierer		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Eduard Poppe		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Heinrich Reitz		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Albert Amrhein		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Hugo Betting		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Jacob Herrmann		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Willy Hofmeister		SILVER
Germany (until 1912)	1900	Rugby	Rugby	Georg Wenderoth		SILVER
Germany (until 1912)	1900	Swimming	200m Backstroke Men	Ernst Hoppenberg	2:47.0	GOLD
Germany (until 1912)	1900	Swimming	200m Team Swimming- Men	Ernst Hoppenberg	32	GOLD
Germany (until 1912)	1900	Swimming	200m Team Swimming- Men	Max Hainle	32	GOLD
Germany (until 1912)	1900	Swimming	200m Team Swimming- Men	Julius Frey	32	GOLD
Germany (until 1912)	1900	Swimming	200m Team Swimming- Men	Max Schöne	32	GOLD
Germany (until 1912)	1900	Swimming	200m Team Swimming- Men	Herbert von Petersdorff	32	GOLD
Germany (until 1912)	1900	Sailing	1-2 Ton Class - Race 2	Ottokar Weise		GOLD
Germany (until 1912)	1900	Sailing	1-2 Ton Class - Race 2	Martin Wiesner		GOLD
Germany (until 1912)	1900	Sailing	1-2 Ton Class - Race 2	Georg Naue		GOLD
Germany (until 1912)	1900	Sailing	1-2 Ton Class - Race 2	Heinrich Peter		GOLD
Germany (until 1912)	1900	Sailing	Open Class	Heinrich Peters	5:58:17	SILVER
Germany (until 1912)	1900	Sailing	Open Class	Georg Naue	5:58:17	SILVER
Germany (until 1912)	1900	Sailing	Open Class	Arthur Bloomfeld	5:58:17	SILVER
Germany (until 1912)	1900	Sailing	Open Class	Ottokar Weise	5:58:17	SILVER
Germany (until 1912)	1900	Sailing	Open Class	Martin Wiesner	5:58:17	SILVER
Austria	1900	Fencing	Sabre, Individual	Fritz Flesch		BRONZE
Austria	1900	Fencing	Masters Sabre	Milan Neralic		BRONZE
Austria	1900	Swimming	200m Freestyle Men	Karl Ruberl	2:32.0	BRONZE
Austria	1900	Swimming	1000m Freestyle Men	Otto Wahle	14:53.6	SILVER
Austria	1900	Swimming	200m Backstroke Men	Karl Ruberl	2:56.0	SILVER
Austria	1900	Swimming	Obstacle Race Men	Otto Wahle	2:40.0	SILVER
Denmark	1900	Track & Field	400m Men	Ernst Schultz	n/a	BRONZE
Denmark	1900	Shooting	Individual Military Rifle, 3 Positions	Anders Nielsen	921	SILVER
Denmark	1900	Shooting	Individual Military Rifle, Standing	Lars Jørg Madsen	305	GOLD
Denmark	1900	Shooting	Individual Military Rifle, Kneeling	Anders Nielsen	314	SILVER
Denmark	1900	Shooting	Individual Military Rifle, Prone	Anders Nielsen	330	SILVER
Denmark	1900	Swimming	Underwater Swimming Men	Peder Lykkeberg	147.0	BRONZE
Denmark	1900	Tug Of War	Tug of War	Edgar Aabye		GOLD
Denmark	1900	Tug Of War	Tug of War	Charles Winckler		GOLD
Denmark	1900	Tug Of War	Tug of War	Eugen Schmidt		GOLD
Australia	1900	Track & Field	100m Men	Stan Rowley	11.2	BRONZE
Australia	1900	Track & Field	200m Men	Stan Rowley	22.9	BRONZE
Australia	1900	Track & Field	60m Men	Stan Rowley	7.2	BRONZE
Australia	1900	Track & Field	5000m Team Race	Stan Rowley	26	GOLD
Australia	1900	Swimming	200m Freestyle Men	Freddie Lane	2:25.2	GOLD
Australia	1900	Swimming	Obstacle Race Men	Freddie Lane	2:38.4	GOLD
